ProcessInstance__@id,ProcessInstance__AuditTrailEntry__WorkflowModelElement,ProcessInstance__AuditTrailEntry__Timestamp
280.0,Start,2023-12-22T09:48:33.325+00:00
280.0,Define_Data_Object,2024-07-17T12:58:52.111+00:00
280.0,Request_Data_Object,2024-07-17T12:58:52.111+00:00
280.0,Start_Event,2024-07-17T12:58:52.111+00:00
280.0,decline_exchange,2024-07-17T12:58:52.111+00:00
280.0,data_object_declined,2024-07-17T12:58:52.111+00:00
280.0,decline_data_object,2024-07-17T12:58:52.111+00:00
290.0,Start,2023-12-22T10:02:01.585+00:00
290.0,Define_Data_Object,2024-08-23T15:34:59.015+00:00
290.0,Request_Data_Object,2024-08-23T15:34:59.015+00:00
290.0,Start_Event,2024-08-23T15:34:59.015+00:00
290.0,Define_pipeline_and_deployment_configuration,2025-11-25T13:10:40.390+00:00
290.0,send_deployment_configuration,2025-11-25T13:10:40.390+00:00
290.0,deployment_configuration_received,2025-11-25T13:10:40.390+00:00
290.0,accepted,2025-11-25T13:10:40.390+00:00
290.0,accept,2025-11-25T13:10:40.390+00:00
290.0,implement_capabilities,2026-09-02T11:22:42.074+00:00
290.0,End Event_336,2026-09-02T11:22:42.074+00:00
291.0,Start,2023-12-22T10:03:36.747+00:00
291.0,Define_Data_Object,2024-08-30T10:36:37.067+00:00
291.0,Request_Data_Object,2024-08-30T10:36:37.067+00:00
291.0,Start_Event,2024-08-30T10:36:37.067+00:00
291.0,Define_pipeline_and_deployment_configuration,2025-12-15T16:28:32.714+00:00
291.0,send_deployment_configuration,2025-12-15T16:28:32.714+00:00
291.0,deployment_configuration_received,2025-12-15T16:28:32.714+00:00
291.0,accepted,2025-12-15T16:28:32.714+00:00
291.0,accept,2025-12-15T16:28:32.714+00:00
291.0,execute_capabilities,2026-09-02T14:48:37.390+00:00
291.0,terminate_exchange,2026-09-02T14:48:37.390+00:00
253.0,Start,2023-12-22T09:03:16.048+00:00
253.0,Define_Data_Object,2024-01-19T09:34:55.968+00:00
253.0,Request_Data_Object,2024-01-19T09:34:55.968+00:00
253.0,Start_Event,2024-01-19T09:34:55.968+00:00
253.0,Define_pipeline_and_deployment_configuration,2024-11-28T09:52:51.258+00:00
