ProcessInstance__@id,ProcessInstance__AuditTrailEntry__WorkflowModelElement,ProcessInstance__AuditTrailEntry__Timestamp
30.0,Start,2023-12-22T09:44:30.209+00:00
30.0,Define_Data_Object,2024-07-15T10:34:02.721+00:00
30.0,Request_Data_Object,2024-07-15T10:34:02.721+00:00
30.0,Start_Event,2024-07-15T10:34:02.721+00:00
30.0,decline_exchange,2024-07-15T10:34:02.721+00:00
30.0,data_object_declined,2024-07-15T10:34:02.721+00:00
30.0,decline_data_object,2024-07-15T10:34:02.721+00:00
40.0,Start,2023-12-22T10:02:41.921+00:00
40.0,Define_Data_Object,2024-10-02T09:46:43.758+00:00
40.0,Request_Data_Object,2024-10-02T09:46:43.758+00:00
40.0,Start_Event,2024-10-02T09:46:43.758+00:00
40.0,Define_pipeline_and_deployment_configuration,2025-11-12T10:29:19.251+00:00
40.0,send_deployment_configuration,2025-11-12T10:29:19.251+00:00
40.0,deployment_configuration_received,2025-11-12T10:29:19.251+00:00
40.0,accepted,2025-11-12T10:29:19.251+00:00
40.0,accept,2025-11-12T10:29:19.251+00:00
40.0,implement_capabilities,2026-07-27T10:14:33.018+00:00
40.0,execute_capabilities,2026-09-04T10:25:42.679+00:00
40.0,terminate_exchange,2026-09-04T10:25:42.679+00:00
41.0,Start,2023-12-22T10:04:43.821+00:00
41.0,Define_Data_Object,2024-10-07T08:57:36.996+00:00
41.0,Request_Data_Object,2024-10-07T08:57:36.996+00:00
41.0,Start_Event,2024-10-07T08:57:36.996+00:00
41.0,decline_exchange,2024-10-07T08:57:36.996+00:00
41.0,data_object_declined,2024-10-07T08:57:36.996+00:00
41.0,decline_data_object,2024-10-07T08:57:36.996+00:00
3.0,Start,2023-12-22T09:04:36.197+00:00
3.0,Define_Data_Object,2024-01-24T12:49:43.562+00:00
3.0,Request_Data_Object,2024-01-24T12:49:43.562+00:00
3.0,Start_Event,2024-01-24T12:49:43.562+00:00
3.0,Define_pipeline_and_deployment_configuration,2024-12-13T11:36:12.822+00:00
3.0,send_deployment_configuration,2024-12-13T11:36:12.822+00:00
3.0,deployment_configuration_received,2024-12-13T11:36:12.822+00:00
3.0,accepted,2024-12-13T11:36:12.822+00:00
3.0,accept,2024-12-13T11:36:12.822+00:00
3.0,implement_capabilities,2026-02-03T16:08:45.079+00:00
3.0,execute_capabilities,2026-08-31T09:49:22.044+00:00
3.0,terminate_exchange,2026-08-31T09:49:22.044+00:00
4.0,Start,2023-12-22T09:06:49.096+00:00
4.0,Define_Data_Object,2024-02-02T10:51:07.037+00:00
4.0,Request_Data_Object,2024-02-02T10:51:07.037+00:00
4.0,Start_Event,2024-02-02T10:51:07.037+00:00
4.0,Define_pipeline_and_deployment_configuration,2025-01-02T09:07:33.468+00:00
4.0,send_deployment_configuration,2025-01-02T09:07:33.468+00:00
4.0,deployment_configuration_received,2025-01-02T09:07:33.468+00:00
4.0,accepted,2025-01-02T09:07:33.468+00:00
4.0,accept,2025-01-02T09:07:33.468+00:00
4.0,execute_capabilities,2026-02-04T11:40:10.401+00:00
4.0,terminate_exchange,2026-02-04T11:40:10.401+00:00
5.0,Start,2023-12-22T09:06:55.151+00:00
5.0,Define_Data_Object,2024-02-08T14:14:41.408+00:00
5.0,Request_Data_Object,2024-02-08T14:14:41.408+00:00
5.0,Start_Event,2024-02-08T14:14:41.408+00:00
5.0,Define_pipeline_and_deployment_configuration,2025-01-09T12:42:01.463+00:00
5.0,send_deployment_configuration,2025-01-09T12:42:01.463+00:00
5.0,deployment_configuration_received,2025-01-09T12:42:01.463+00:00
5.0,accepted,2025-01-09T12:42:01.463+00:00
5.0,accept,2025-01-09T12:42:01.463+00:00
5.0,implement_capabilities,2026-02-12T12:23:49.298+00:00
5.0,execute_capabilities,2026-08-31T13:33:25.008+00:00
5.0,terminate_exchange,2026-08-31T13:33:25.008+00:00
14.0,Start,2023-12-22T09:22:04.845+00:00
14.0,Define_Data_Object,2024-03-19T13:35:36.495+00:00
14.0,Request_Data_Object,2024-03-19T13:35:36.495+00:00
14.0,Start_Event,2024-03-19T13:35:36.495+00:00
14.0,Define_pipeline_and_deployment_configuration,2025-03-04T09:31:15.619+00:00
14.0,send_deployment_configuration,2025-03-04T09:31:15.619+00:00
14.0,deployment_configuration_received,2025-03-04T09:31:15.619+00:00
14.0,accepted,2025-03-04T09:31:15.619+00:00
14.0,accept,2025-03-04T09:31:15.619+00:00
14.0,execute_capabilities,2026-02-24T16:02:22.917+00:00
14.0,terminate_exchange,2026-02-24T16:02:22.917+00:00
25.0,Start,2023-12-22T09:38:00.837+00:00
25.0,Define_Data_Object,2024-05-29T09:14:36.520+00:00
25.0,Request_Data_Object,2024-05-29T09:14:36.520+00:00
25.0,Start_Event,2024-05-29T09:14:36.520+00:00
25.0,revise_exchange,2024-05-29T09:14:36.520+00:00
25.0,data_object_revised,2024-05-29T09:14:36.520+00:00
25.0,Define_Data_Object,2025-07-02T11:43:46.580+00:00
25.0,Request_Data_Object,2025-07-02T11:43:46.580+00:00
25.0,Start_Event,2025-07-02T11:43:46.580+00:00
25.0,Define_pipeline_and_deployment_configuration,2026-05-22T11:35:43.407+00:00
25.0,send_deployment_configuration,2026-05-22T11:35:43.407+00:00
25.0,deployment_configuration_received,2026-05-22T11:35:43.407+00:00
25.0,declined,2026-05-22T11:35:43.407+00:00
25.0,decline,2026-05-22T11:35:43.407+00:00
25.0,decline_pipeline,2026-05-22T11:35:43.407+00:00
36.0,Start,2023-12-22T09:54:23.500+00:00
36.0,Define_Data_Object,2024-08-30T11:17:37.151+00:00
36.0,Request_Data_Object,2024-08-30T11:17:37.151+00:00
36.0,Start_Event,2024-08-30T11:17:37.151+00:00
36.0,decline_exchange,2024-08-30T11:17:37.151+00:00
36.0,data_object_declined,2024-08-30T11:17:37.151+00:00
36.0,decline_data_object,2024-08-30T11:17:37.151+00:00
47.0,Start,2023-12-22T10:11:10.700+00:00
47.0,Define_Data_Object,2024-11-05T11:36:39.981+00:00
47.0,Request_Data_Object,2024-11-05T11:36:39.981+00:00
47.0,Start_Event,2024-11-05T11:36:39.981+00:00
47.0,decline_exchange,2024-11-05T11:36:39.981+00:00
47.0,data_object_declined,2024-11-05T11:36:39.981+00:00
47.0,decline_data_object,2024-11-05T11:36:39.981+00:00
37.0,Start,2023-12-22T09:58:24.678+00:00
37.0,Define_Data_Object,2024-09-03T11:54:16.505+00:00
37.0,Request_Data_Object,2024-09-03T11:54:16.505+00:00
37.0,Start_Event,2024-09-03T11:54:16.505+00:00
37.0,Define_pipeline_and_deployment_configuration,2025-10-14T13:26:54.557+00:00
