ProcessInstance__@id,ProcessInstance__AuditTrailEntry__WorkflowModelElement,ProcessInstance__AuditTrailEntry__Timestamp
330.0,Start,2023-12-22T09:44:42.328+00:00
330.0,Define_Data_Object,2024-07-02T09:52:03.559+00:00
330.0,Request_Data_Object,2024-07-02T09:52:03.559+00:00
330.0,Start_Event,2024-07-02T09:52:03.559+00:00
330.0,Define_pipeline_and_deployment_configuration,2025-07-18T09:44:35.818+00:00
330.0,send_deployment_configuration,2025-07-18T09:44:35.818+00:00
330.0,deployment_configuration_received,2025-07-18T09:44:35.818+00:00
330.0,accepted,2025-07-18T09:44:35.818+00:00
330.0,accept,2025-07-18T09:44:35.818+00:00
330.0,implement_capabilities,2026-07-06T14:27:37.701+00:00
330.0,execute_capabilities,2026-10-16T15:23:59.650+00:00
330.0,terminate_exchange,2026-10-16T15:23:59.650+00:00
340.0,Start,2023-12-22T09:57:11.643+00:00
340.0,Define_Data_Object,2024-09-16T09:14:54.970+00:00
340.0,Request_Data_Object,2024-09-16T09:14:54.970+00:00
340.0,Start_Event,2024-09-16T09:14:54.970+00:00
340.0,Define_pipeline_and_deployment_configuration,2025-11-04T11:44:16.792+00:00
340.0,send_deployment_configuration,2025-11-04T11:44:16.792+00:00
340.0,deployment_configuration_received,2025-11-04T11:44:16.792+00:00
340.0,declined,2025-11-04T11:44:16.792+00:00
340.0,decline,2025-11-04T11:44:16.792+00:00
340.0,decline_pipeline,2025-11-04T11:44:16.792+00:00
341.0,Start,2023-12-22T09:59:06.978+00:00
341.0,Define_Data_Object,2024-09-19T15:06:07.942+00:00
341.0,Request_Data_Object,2024-09-19T15:06:07.942+00:00
341.0,Start_Event,2024-09-19T15:06:07.942+00:00
341.0,Define_pipeline_and_deployment_configuration,2025-11-07T16:11:42.930+00:00
341.0,send_deployment_configuration,2025-11-07T16:11:42.930+00:00
341.0,deployment_configuration_received,2025-11-07T16:11:42.930+00:00
341.0,declined,2025-11-07T16:11:42.930+00:00
341.0,decline,2025-11-07T16:11:42.930+00:00
341.0,decline_pipeline,2025-11-07T16:11:42.930+00:00
303.0,Start,2023-12-22T09:05:15.003+00:00
303.0,Define_Data_Object,2024-01-19T15:21:06.013+00:00
303.0,Request_Data_Object,2024-01-19T15:21:06.013+00:00
303.0,Start_Event,2024-01-19T15:21:06.013+00:00
303.0,decline_exchange,2024-01-19T15:21:06.013+00:00
303.0,data_object_declined,2024-01-19T15:21:06.013+00:00
303.0,decline_data_object,2024-01-19T15:21:06.013+00:00
304.0,Start,2023-12-22T09:10:32.558+00:00
304.0,Define_Data_Object,2024-01-29T10:10:22.264+00:00
304.0,Request_Data_Object,2024-01-29T10:10:22.264+00:00
304.0,Start_Event,2024-01-29T10:10:22.264+00:00
304.0,Define_pipeline_and_deployment_configuration,2024-12-04T13:31:35.033+00:00
304.0,send_deployment_configuration,2024-12-04T13:31:35.033+00:00
304.0,deployment_configuration_received,2024-12-04T13:31:35.033+00:00
304.0,accepted,2024-12-04T13:31:35.033+00:00
304.0,accept,2024-12-04T13:31:35.033+00:00
304.0,implement_capabilities,2026-01-15T13:55:26.894+00:00
304.0,execute_capabilities,2026-09-28T15:29:15.850+00:00
304.0,terminate_exchange,2026-09-28T15:29:15.850+00:00
305.0,Start,2023-12-22T09:12:41.102+00:00
305.0,Define_Data_Object,2024-01-30T13:24:59.404+00:00
305.0,Request_Data_Object,2024-01-30T13:24:59.404+00:00
305.0,Start_Event,2024-01-30T13:24:59.404+00:00
305.0,Define_pipeline_and_deployment_configuration,2024-12-18T16:04:06.904+00:00
305.0,send_deployment_configuration,2024-12-18T16:04:06.904+00:00
305.0,deployment_configuration_received,2024-12-18T16:04:06.904+00:00
305.0,accepted,2024-12-18T16:04:06.904+00:00
305.0,accept,2024-12-18T16:04:06.904+00:00
305.0,execute_capabilities,2026-01-15T15:18:04.476+00:00
305.0,terminate_exchange,2026-01-15T15:18:04.476+00:00
314.0,Start,2023-12-22T09:26:07.628+00:00
314.0,Define_Data_Object,2024-03-27T16:59:59.258+00:00
314.0,Request_Data_Object,2024-03-27T16:59:59.258+00:00
314.0,Start_Event,2024-03-27T16:59:59.258+00:00
314.0,revise_exchange,2024-03-27T16:59:59.258+00:00
314.0,data_object_revised,2024-03-27T16:59:59.258+00:00
314.0,Define_Data_Object,2025-03-05T11:40:22.389+00:00
314.0,Request_Data_Object,2025-03-05T11:40:22.389+00:00
314.0,Start_Event,2025-03-05T11:40:22.389+00:00
314.0,Define_pipeline_and_deployment_configuration,2026-04-06T13:40:28.208+00:00
314.0,send_deployment_configuration,2026-04-06T13:40:28.208+00:00
314.0,deployment_configuration_received,2026-04-06T13:40:28.208+00:00
314.0,accepted,2026-04-06T13:40:28.208+00:00
314.0,accept,2026-04-06T13:40:28.208+00:00
314.0,implement_capabilities,2026-10-15T08:12:12.992+00:00
314.0,execute_capabilities,2026-10-21T13:25:31.527+00:00
314.0,terminate_exchange,2026-10-21T13:25:31.527+00:00
325.0,Start,2023-12-22T09:40:57.869+00:00
325.0,Define_Data_Object,2024-06-07T08:02:34.681+00:00
325.0,Request_Data_Object,2024-06-07T08:02:34.681+00:00
325.0,Start_Event,2024-06-07T08:02:34.681+00:00
325.0,Define_pipeline_and_deployment_configuration,2025-05-29T12:34:13.201+00:00
325.0,send_deployment_configuration,2025-05-29T12:34:13.201+00:00
325.0,deployment_configuration_received,2025-05-29T12:34:13.201+00:00
325.0,accepted,2025-05-29T12:34:13.201+00:00
325.0,accept,2025-05-29T12:34:13.201+00:00
325.0,implement_capabilities,2026-06-05T15:08:31.671+00:00
325.0,execute_capabilities,2026-10-15T15:45:40.801+00:00
325.0,terminate_exchange,2026-10-15T15:45:40.801+00:00
336.0,Start,2023-12-22T09:49:47.499+00:00
336.0,Define_Data_Object,2024-08-20T09:53:10.522+00:00
336.0,Request_Data_Object,2024-08-20T09:53:10.522+00:00
336.0,Start_Event,2024-08-20T09:53:10.522+00:00
336.0,decline_exchange,2024-08-20T09:53:10.522+00:00
336.0,data_object_declined,2024-08-20T09:53:10.522+00:00
336.0,decline_data_object,2024-08-20T09:53:10.522+00:00
347.0,Start,2023-12-22T10:10:26.071+00:00
347.0,Define_Data_Object,2024-11-01T11:06:21.519+00:00
347.0,Request_Data_Object,2024-11-01T11:06:21.519+00:00
347.0,Start_Event,2024-11-01T11:06:21.519+00:00
347.0,Define_pipeline_and_deployment_configuration,2025-12-22T15:12:27.358+00:00
347.0,send_deployment_configuration,2025-12-22T15:12:27.358+00:00
347.0,deployment_configuration_received,2025-12-22T15:12:27.358+00:00
347.0,declined,2025-12-22T15:12:27.358+00:00
347.0,decline,2025-12-22T15:12:27.358+00:00
347.0,decline_pipeline,2025-12-22T15:12:27.358+00:00
337.0,Start,2023-12-22T09:50:21.778+00:00
337.0,Define_Data_Object,2024-08-26T10:16:17.240+00:00
337.0,Request_Data_Object,2024-08-26T10:16:17.240+00:00
337.0,Start_Event,2024-08-26T10:16:17.240+00:00
337.0,Define_pipeline_and_deployment_configuration,2025-09-22T10:28:48.828+00:00
337.0,send_deployment_configuration,2025-09-22T10:28:48.828+00:00
337.0,deployment_configuration_received,2025-09-22T10:28:48.828+00:00
337.0,accepted,2025-09-22T10:28:48.828+00:00
337.0,accept,2025-09-22T10:28:48.828+00:00
337.0,execute_capabilities,2026-07-31T09:59:25.514+00:00
337.0,terminate_exchange,2026-07-31T09:59:25.514+00:00
315.0,Start,2023-12-22T09:26:26.380+00:00
315.0,Define_Data_Object,2024-03-29T09:26:28.371+00:00
315.0,Request_Data_Object,2024-03-29T09:26:28.371+00:00
315.0,Start_Event,2024-03-29T09:26:28.371+00:00
315.0,decline_exchange,2024-03-29T09:26:28.371+00:00
315.0,data_object_declined,2024-03-29T09:26:28.371+00:00
315.0,decline_data_object,2024-03-29T09:26:28.371+00:00
326.0,Start,2023-12-22T09:41:56.197+00:00
326.0,Define_Data_Object,2024-06-11T13:44:08.392+00:00
326.0,Request_Data_Object,2024-06-11T13:44:08.392+00:00
326.0,Start_Event,2024-06-11T13:44:08.392+00:00
326.0,decline_exchange,2024-06-11T13:44:08.392+00:00
326.0,data_object_declined,2024-06-11T13:44:08.392+00:00
326.0,decline_data_object,2024-06-11T13:44:08.392+00:00
338.0,Start,2023-12-22T09:51:04.152+00:00
338.0,Define_Data_Object,2024-08-28T15:00:47.771+00:00
338.0,Request_Data_Object,2024-08-28T15:00:47.771+00:00
338.0,Start_Event,2024-08-28T15:00:47.771+00:00
338.0,Define_pipeline_and_deployment_configuration,2025-10-06T10:09:29.664+00:00
338.0,send_deployment_configuration,2025-10-06T10:09:29.664+00:00
338.0,deployment_configuration_received,2025-10-06T10:09:29.664+00:00
338.0,accepted,2025-10-06T10:09:29.664+00:00
338.0,accept,2025-10-06T10:09:29.664+00:00
338.0,implement_capabilities,2026-08-18T08:09:45.931+00:00
338.0,execute_capabilities,2026-10-19T13:13:54.393+00:00
338.0,terminate_exchange,2026-10-19T13:13:54.393+00:00
348.0,Start,2023-12-22T10:10:40.229+00:00
348.0,Define_Data_Object,2024-11-07T15:43:58.097+00:00
348.0,Request_Data_Object,2024-11-07T15:43:58.097+00:00
348.0,Start_Event,2024-11-07T15:43:58.097+00:00
348.0,Define_pipeline_and_deployment_configuration,2026-01-06T09:19:55.864+00:00
348.0,send_deployment_configuration,2026-01-06T09:19:55.864+00:00
348.0,deployment_configuration_received,2026-01-06T09:19:55.864+00:00
348.0,accepted,2026-01-06T09:19:55.864+00:00
348.0,accept,2026-01-06T09:19:55.864+00:00
348.0,execute_capabilities,2026-09-28T13:26:13.911+00:00
348.0,terminate_exchange,2026-09-28T13:26:13.911+00:00
316.0,Start,2023-12-22T09:27:58.749+00:00
316.0,Define_Data_Object,2024-03-29T16:49:59.351+00:00
316.0,Request_Data_Object,2024-03-29T16:49:59.351+00:00
316.0,Start_Event,2024-03-29T16:49:59.351+00:00
316.0,Define_pipeline_and_deployment_configuration,2025-03-12T09:01:17.639+00:00
316.0,send_deployment_configuration,2025-03-12T09:01:17.639+00:00
316.0,deployment_configuration_received,2025-03-12T09:01:17.639+00:00
316.0,declined,2025-03-12T09:01:17.639+00:00
316.0,decline,2025-03-12T09:01:17.639+00:00
316.0,decline_pipeline,2025-03-12T09:01:17.639+00:00
327.0,Start,2023-12-22T09:42:39.270+00:00
327.0,Define_Data_Object,2024-06-13T14:41:31.198+00:00
327.0,Request_Data_Object,2024-06-13T14:41:31.198+00:00
327.0,Start_Event,2024-06-13T14:41:31.198+00:00
327.0,Define_pipeline_and_deployment_configuration,2025-06-17T09:48:52.509+00:00
327.0,send_deployment_configuration,2025-06-17T09:48:52.509+00:00
327.0,deployment_configuration_received,2025-06-17T09:48:52.509+00:00
327.0,declined,2025-06-17T09:48:52.509+00:00
327.0,decline,2025-06-17T09:48:52.509+00:00
327.0,decline_pipeline,2025-06-17T09:48:52.509+00:00
329.0,Start,2023-12-22T09:44:24.514+00:00
329.0,Define_Data_Object,2024-06-20T09:33:21.463+00:00
329.0,Request_Data_Object,2024-06-20T09:33:21.463+00:00
329.0,Start_Event,2024-06-20T09:33:21.463+00:00
329.0,decline_exchange,2024-06-20T09:33:21.463+00:00
329.0,data_object_declined,2024-06-20T09:33:21.463+00:00
329.0,decline_data_object,2024-06-20T09:33:21.463+00:00
302.0,Start,2023-12-22T09:01:06.133+00:00
302.0,Define_Data_Object,2024-01-19T12:44:28.749+00:00
302.0,Request_Data_Object,2024-01-19T12:44:28.749+00:00
302.0,Start_Event,2024-01-19T12:44:28.749+00:00
302.0,Define_pipeline_and_deployment_configuration,2024-11-25T13:59:59.657+00:00
302.0,send_deployment_configuration,2024-11-25T13:59:59.657+00:00
302.0,deployment_configuration_received,2024-11-25T13:59:59.657+00:00
302.0,accepted,2024-11-25T13:59:59.657+00:00
302.0,accept,2024-11-25T13:59:59.657+00:00
302.0,execute_capabilities,2026-01-06T14:36:22.252+00:00
302.0,terminate_exchange,2026-01-06T14:36:22.252+00:00
339.0,Start,2023-12-22T09:54:00.082+00:00
339.0,Define_Data_Object,2024-09-05T12:42:30.939+00:00
339.0,Request_Data_Object,2024-09-05T12:42:30.939+00:00
339.0,Start_Event,2024-09-05T12:42:30.939+00:00
339.0,Define_pipeline_and_deployment_configuration,2025-10-16T12:27:25.255+00:00
339.0,send_deployment_configuration,2025-10-16T12:27:25.255+00:00
339.0,deployment_configuration_received,2025-10-16T12:27:25.255+00:00
339.0,accepted,2025-10-16T12:27:25.255+00:00
339.0,accept,2025-10-16T12:27:25.255+00:00
339.0,implement_capabilities,2026-08-26T09:39:48.755+00:00
339.0,execute_capabilities,2026-10-19T15:43:31.377+00:00
339.0,terminate_exchange,2026-10-19T15:43:31.377+00:00
317.0,Start,2023-12-22T09:28:12.382+00:00
317.0,Define_Data_Object,2024-04-01T08:07:44.482+00:00
317.0,Request_Data_Object,2024-04-01T08:07:44.482+00:00
317.0,Start_Event,2024-04-01T08:07:44.482+00:00
317.0,Define_pipeline_and_deployment_configuration,2025-03-18T11:59:04.538+00:00
317.0,send_deployment_configuration,2025-03-18T11:59:04.538+00:00
317.0,deployment_configuration_received,2025-03-18T11:59:04.538+00:00
317.0,declined,2025-03-18T11:59:04.538+00:00
317.0,decline,2025-03-18T11:59:04.538+00:00
317.0,decline_pipeline,2025-03-18T11:59:04.538+00:00
319.0,Start,2023-12-22T09:32:08.915+00:00
319.0,Define_Data_Object,2024-04-17T10:17:26.327+00:00
319.0,Request_Data_Object,2024-04-17T10:17:26.327+00:00
319.0,Start_Event,2024-04-17T10:17:26.327+00:00
319.0,revise_exchange,2024-04-17T10:17:26.327+00:00
319.0,data_object_revised,2024-04-17T10:17:26.327+00:00
319.0,Define_Data_Object,2025-03-28T10:14:10.574+00:00
319.0,Request_Data_Object,2025-03-28T10:14:10.574+00:00
319.0,Start_Event,2025-03-28T10:14:10.574+00:00
319.0,Define_pipeline_and_deployment_configuration,2026-05-11T15:18:33.861+00:00
319.0,send_deployment_configuration,2026-05-11T15:18:33.861+00:00
319.0,deployment_configuration_received,2026-05-11T15:18:33.861+00:00
319.0,accepted,2026-05-11T15:18:33.861+00:00
319.0,accept,2026-05-11T15:18:33.861+00:00
319.0,execute_capabilities,2026-10-15T13:27:34.795+00:00
319.0,terminate_exchange,2026-10-15T13:27:34.795+00:00
328.0,Start,2023-12-22T09:43:15.360+00:00
328.0,Define_Data_Object,2024-06-18T10:22:59.037+00:00
328.0,Request_Data_Object,2024-06-18T10:22:59.037+00:00
328.0,Start_Event,2024-06-18T10:22:59.037+00:00
328.0,Define_pipeline_and_deployment_configuration,2025-07-07T09:59:27.424+00:00
328.0,send_deployment_configuration,2025-07-07T09:59:27.424+00:00
328.0,deployment_configuration_received,2025-07-07T09:59:27.424+00:00
328.0,accepted,2025-07-07T09:59:27.424+00:00
328.0,accept,2025-07-07T09:59:27.424+00:00
328.0,implement_capabilities,2026-06-19T13:29:29.029+00:00
328.0,execute_capabilities,2026-10-16T11:26:46.207+00:00
328.0,terminate_exchange,2026-10-16T11:26:46.207+00:00
301.0,Start,2023-12-22T09:00:05.132+00:00
301.0,Define_Data_Object,2024-01-10T15:41:19.212+00:00
301.0,Request_Data_Object,2024-01-10T15:41:19.212+00:00
301.0,Start_Event,2024-01-10T15:41:19.212+00:00
301.0,Define_pipeline_and_deployment_configuration,2024-11-18T10:24:49.357+00:00
301.0,send_deployment_configuration,2024-11-18T10:24:49.357+00:00
301.0,deployment_configuration_received,2024-11-18T10:24:49.357+00:00
301.0,accepted,2024-11-18T10:24:49.357+00:00
301.0,accept,2024-11-18T10:24:49.357+00:00
301.0,execute_capabilities,2026-01-06T11:29:14.966+00:00
301.0,terminate_exchange,2026-01-06T11:29:14.966+00:00
318.0,Start,2023-12-22T09:28:20.841+00:00
318.0,Define_Data_Object,2024-04-11T14:44:00.933+00:00
318.0,Request_Data_Object,2024-04-11T14:44:00.933+00:00
318.0,Start_Event,2024-04-11T14:44:00.933+00:00
318.0,Define_pipeline_and_deployment_configuration,2025-03-24T09:59:50.321+00:00
