ProcessInstance__@id,ProcessInstance__AuditTrailEntry__WorkflowModelElement,ProcessInstance__AuditTrailEntry__Timestamp
480.0,Start,2023-12-22T09:36:12.127+00:00
480.0,Define_Data_Object,2024-07-09T13:00:13.309+00:00
480.0,Request_Data_Object,2024-07-09T13:00:13.309+00:00
480.0,Start_Event,2024-07-09T13:00:13.309+00:00
480.0,Define_pipeline_and_deployment_configuration,2025-07-31T11:01:21.275+00:00
480.0,send_deployment_configuration,2025-07-31T11:01:21.275+00:00
480.0,deployment_configuration_received,2025-07-31T11:01:21.275+00:00
480.0,accepted,2025-07-31T11:01:21.275+00:00
480.0,accept,2025-07-31T11:01:21.275+00:00
480.0,execute_capabilities,2026-07-08T08:21:23.542+00:00
480.0,terminate_exchange,2026-07-08T08:21:23.542+00:00
490.0,Start,2023-12-22T09:45:16.208+00:00
490.0,Define_Data_Object,2024-08-27T09:21:30.160+00:00
490.0,Request_Data_Object,2024-08-27T09:21:30.160+00:00
490.0,Start_Event,2024-08-27T09:21:30.160+00:00
490.0,decline_exchange,2024-08-27T09:21:30.160+00:00
490.0,data_object_declined,2024-08-27T09:21:30.160+00:00
490.0,decline_data_object,2024-08-27T09:21:30.160+00:00
491.0,Start,2023-12-22T09:46:35.578+00:00
491.0,Define_Data_Object,2024-09-04T12:37:42.462+00:00
491.0,Request_Data_Object,2024-09-04T12:37:42.462+00:00
491.0,Start_Event,2024-09-04T12:37:42.462+00:00
491.0,Define_pipeline_and_deployment_configuration,2025-11-24T09:28:07.960+00:00
491.0,send_deployment_configuration,2025-11-24T09:28:07.960+00:00
491.0,deployment_configuration_received,2025-11-24T09:28:07.960+00:00
491.0,accepted,2025-11-24T09:28:07.960+00:00
491.0,accept,2025-11-24T09:28:07.960+00:00
491.0,execute_capabilities,2026-08-25T08:03:51.197+00:00
491.0,terminate_exchange,2026-08-25T08:03:51.197+00:00
453.0,Start,2023-12-22T09:06:14.997+00:00
453.0,Define_Data_Object,2024-01-15T16:32:30.922+00:00
453.0,Request_Data_Object,2024-01-15T16:32:30.922+00:00
453.0,Start_Event,2024-01-15T16:32:30.922+00:00
453.0,Define_pipeline_and_deployment_configuration,2024-11-25T10:35:58.205+00:00
453.0,send_deployment_configuration,2024-11-25T10:35:58.205+00:00
453.0,deployment_configuration_received,2024-11-25T10:35:58.205+00:00
453.0,accepted,2024-11-25T10:35:58.205+00:00
453.0,accept,2024-11-25T10:35:58.205+00:00
453.0,execute_capabilities,2026-01-23T10:30:59.407+00:00
453.0,terminate_exchange,2026-01-23T10:30:59.407+00:00
454.0,Start,2023-12-22T09:07:02.947+00:00
454.0,Define_Data_Object,2024-01-22T11:52:03.640+00:00
454.0,Request_Data_Object,2024-01-22T11:52:03.640+00:00
454.0,Start_Event,2024-01-22T11:52:03.640+00:00
454.0,Define_pipeline_and_deployment_configuration,2024-12-11T09:31:34.710+00:00
454.0,send_deployment_configuration,2024-12-11T09:31:34.710+00:00
454.0,deployment_configuration_received,2024-12-11T09:31:34.710+00:00
454.0,accepted,2024-12-11T09:31:34.710+00:00
454.0,accept,2024-12-11T09:31:34.710+00:00
454.0,execute_capabilities,2026-01-23T12:54:47.394+00:00
454.0,terminate_exchange,2026-01-23T12:54:47.394+00:00
455.0,Start,2023-12-22T09:08:10.023+00:00
455.0,Define_Data_Object,2024-01-25T15:07:14.254+00:00
455.0,Request_Data_Object,2024-01-25T15:07:14.254+00:00
455.0,Start_Event,2024-01-25T15:07:14.254+00:00
